0.77927,0.40724
-0.78073,0.31211
-0.12445,0.35213
-0.43954,0.33291
0.97049,0.4189
0.21752,0.37298
-0.4925,0.32968
-0.73477,0.31491
0.09001,0.36521
0.65561,0.3997
0.67401,0.40082
0.6667,0.40037
-0.59257,0.32358
0.088835,0.36513
0.74989,0.40545
-0.758,0.31349
0.7127,0.40318
0.79955,0.40847
-0.56427,0.32531
-0.84604,0.30812
-0.05157,0.35657
0.67005,0.40058
-0.061213,0.35598
-0.17246,0.3492
0.0054925,0.36005
-0.74912,0.31404
-0.73543,0.31487
0.74095,0.4049
0.2059,0.37227
-0.4694,0.33109
0.72961,0.40421
-0.88378,0.30582
-0.084492,0.35456
0.44442,0.38682
-0.322,0.34008
-0.19756,0.34767
0.05396,0.36301
0.78847,0.4078
0.55672,0.39367
-0.86126,0.3072
-0.44243,0.33274
-0.24126,0.345
0.72935,0.40419
-0.16008,0.34996
-0.52025,0.32799
0.19531,0.37163
-0.041191,0.35721
0.7971,0.40832
0.86942,0.41273
0.63577,0.39849
0.41782,0.3852
0.48644,0.38938
0.79942,0.40847
-0.86952,0.30669
-0.32818,0.3397
-0.99133,0.29927
0.65619,0.39973
0.014871,0.36062
-0.26768,0.34339
-0.54672,0.32638
0.069663,0.36397
-0.42103,0.33404
-0.86326,0.30708
-0.83006,0.3091
-0.86332,0.30707
-0.18037,0.34872
-0.75324,0.31378
-0.11397,0.35277
0.79788,0.40837
-0.29272,0.34187
-0.75964,0.31339
0.13822,0.36815
0.75007,0.40546
-0.30285,0.34125
-0.91616,0.30385
-0.71532,0.3161
-0.84681,0.30808
0.48105,0.38905
-0.08695,0.35441
0.3365,0.38024
0.39849,0.38402
0.14271,0.36842
0.25739,0.37541
0.75553,0.40579
0.3247,0.37952
0.75083,0.4055
-0.064966,0.35576
-0.71733,0.31597
-0.86373,0.30705
0.42848,0.38585
-0.38403,0.3363
0.34233,0.38059
0.30484,0.37831
0.062098,0.3635
0.43021,0.38595
0.0096212,0.3603
-0.024001,0.35825
-0.0043234,0.35945
0.87195,0.41289
-0.22144,0.34621
-0.76571,0.31302
-0.51915,0.32806
0.36982,0.38227
0.67851,0.40109
0.94029,0.41706
-0.56966,0.32498
0.52069,0.39147
0.16821,0.36997
-0.1941,0.34788
0.020081,0.36094
-0.0087116,0.35919
0.30274,0.37818
0.48741,0.38944
-0.39609,0.33556
-0.82078,0.30967
0.65193,0.39947
-0.22083,0.34625
0.55061,0.39329
-0.64126,0.32061
-0.78128,0.31207
0.81032,0.40913
0.7527,0.40562
0.99959,0.42067
0.72851,0.40414
-0.92624,0.30323
0.089365,0.36517
0.99523,0.42041
0.022016,0.36106
0.74702,0.40527
-0.85956,0.3073
0.97508,0.41918
0.84543,0.41127
0.12852,0.36755
-0.13708,0.35136
-0.32431,0.33994
0.44145,0.38664
-0.97269,0.3004
-0.25188,0.34436
0.84537,0.41127
0.092959,0.36539
-0.052226,0.35653
-0.0069254,0.35929
-0.38206,0.33642
0.90168,0.4147
0.96399,0.4185
0.027126,0.36137
0.98518,0.41979
-0.088313,0.35433
-0.14792,0.3507
-0.57357,0.32474
-0.6135,0.32231
0.66551,0.4003
0.45327,0.38736
0.059491,0.36334
0.65816,0.39985
0.023749,0.36117
0.10392,0.36605
-0.57343,0.32475
0.17564,0.37043
-0.71447,0.31615
-0.89555,0.30511
0.36662,0.38207
0.21712,0.37296
-0.56069,0.32553
-0.18744,0.34829
0.25982,0.37556
0.11062,0.36646
-0.74484,0.3143
-0.6616,0.31937
-0.998,0.29886
-0.16368,0.34974
-0.023029,0.35831
-0.68026,0.31823
0.33368,0.38006
-0.96416,0.30092
-0.76065,0.31333
0.90425,0.41486
0.95171,0.41775
-0.93817,0.30251
-0.012236,0.35897
0.72544,0.40396
-0.51425,0.32836
0.66854,0.40049
0.62718,0.39796
0.25795,0.37545
-0.99552,0.29901
-0.24055,0.34505
0.80881,0.40904
